date,product_name,units_sold,day_of_week,region,product_category
2024-11-05,Sugarcane Stick,86,Tuesday,West,Food/Festival
2024-11-05,Brass Pot,104,Tuesday,East,Festival Utility
2024-11-05,Umbrella,89,Tuesday,North,Rain Gear
2024-11-05,Sugarcane Stick,137,Tuesday,West,Food/Festival
2024-11-06,Sweet Box,133,Wednesday,East,Sweets
2024-11-06,Decorative Wreath,114,Wednesday,East,Home Decor
2024-11-06,Scarf,82,Wednesday,South,Clothing
2024-11-06,Modak Box,73,Wednesday,East,Sweets
2024-11-07,Diyas (Clay Lamps),56,Thursday,East,Home Decor
2024-11-08,Holi Colors,86,Friday,West,Festival Utility
2024-11-08,Kurta Pajama Set,117,Friday,Central,Clothing
2024-11-08,Agarbatti (Incense),92,Friday,South,Spiritual Item
2024-11-08,LED String Lights,141,Friday,West,Home Decor
2024-11-08,Hot Water Bag,94,Friday,North,Healthcare
2024-11-09,Umbrella,85,Saturday,Central,Rain Gear
2024-11-09,Brass Pot,62,Saturday,East,Festival Utility
2024-11-09,Onam Sadya Kit,140,Saturday,South,Food Combo
2024-11-09,Modak Box,153,Saturday,West,Sweets
2024-11-10,White Clothing,87,Sunday,South,Clothing
2024-11-10,Gift Boxes,74,Sunday,West,Gifting
2024-11-10,Chocolate Box,94,Sunday,South,Gifting/Sweets
2024-11-10,Modak Box,89,Sunday,East,Sweets
2024-11-11,Modak Box,91,Monday,West,Sweets
2024-11-11,Electric Lights,148,Monday,North,Home Decor
2024-11-11,Gift Box,122,Monday,North,Gifting
2024-11-11,LED String Lights,99,Monday,West,Home Decor
2024-11-12,Electric Lights,120,Tuesday,Central,Home Decor
2024-11-12,Odomos (mosquito repellent),126,Tuesday,North,Personal Care
2024-11-12,Water Bottle,78,Tuesday,North,Kitchen Utility
2024-11-12,Kurta Pajama Set,123,Tuesday,North,Clothing
2024-11-13,Gift Boxes,104,Wednesday,South,Gifting
2024-11-14,Scarf,84,Thursday,Central,Clothing
2024-11-15,Lip Balm,94,Friday,Central,Personal Care
2024-11-15,Fruit Cake,91,Friday,West,Food
2024-11-15,Rakhi Thread,117,Friday,East,Festival Utility
2024-11-15,Gift Wrapping Paper,57,Friday,South,Festival Utility
2024-11-16,Gift Box,64,Saturday,West,Gifting
2024-11-16,Mosquito Net,152,Saturday,West,Home Utility
2024-11-16,Air Conditioner (AC),93,Saturday,West,Home Appliance
2024-11-16,Gift Box,113,Saturday,West,Gifting
2024-11-16,Dry Fruits,97,Saturday,East,Gifting
2024-11-17,Sunscreen,86,Sunday,North,Personal Care
2024-11-17,Sugarcane Stick,89,Sunday,West,Food/Festival
2024-11-18,Modak Box,93,Monday,North,Sweets
2024-11-19,Sewaiya Packets,81,Tuesday,East,Sweets
2024-11-19,Holi Colors,71,Tuesday,South,Festival Utility
2024-11-19,Dry Fruits Box,94,Tuesday,North,Gifting
2024-11-20,Agarbatti (Incense),116,Wednesday,West,Spiritual Item
2024-11-20,Sweater,120,Wednesday,East,Clothing
2024-11-21,Waterproof Boots,60,Thursday,South,Footwear
2024-11-22,Lip Balm,97,Friday,North,Personal Care
2024-11-22,Blanket,72,Friday,East,Home Utility
2024-11-23,Gift Box,103,Saturday,East,Gifting
2024-11-24,Mithai Box,84,Sunday,East,Sweets
2024-11-24,Blanket,76,Sunday,South,Home Utility
2024-11-24,Modak Box,117,Sunday,East,Sweets
2024-11-24,Traditional Dhoti,119,Sunday,Central,Clothing
2024-11-24,Fruit Cake,148,Sunday,East,Food
2024-11-25,Diyas (Clay Lamps),93,Monday,West,Home Decor
2024-11-25,Sewaiya Packets,145,Monday,South,Sweets
2024-11-25,Chocolate Gift Boxes,60,Monday,North,Gifting
2024-11-25,Chocolate Box,69,Monday,Central,Gifting/Sweets
2024-11-25,Flower Garland,91,Monday,Central,Festival Utility
2024-11-25,Gift Wrapping Paper,78,Monday,Central,Festival Utility
2024-11-25,Diyas (Clay Lamps),61,Monday,West,Home Decor
2024-11-26,Sweater,77,Tuesday,South,Clothing
2024-11-26,Umbrella,93,Tuesday,Central,Rain Gear
2024-11-27,Brass Pot,112,Wednesday,Central,Festival Utility
2024-11-27,Thermals,77,Wednesday,West,Clothing
2024-11-27,Gift Wrapping Paper,122,Wednesday,East,Festival Utility
2024-11-27,Odomos (mosquito repellent),62,Wednesday,North,Personal Care
2024-11-28,Water Bottle,110,Thursday,West,Kitchen Utility
2024-11-28,Sugarcane Stick,76,Thursday,East,Food/Festival
2024-11-28,Santa Hat,100,Thursday,West,Apparel
2024-11-29,White Kurtas,95,Friday,East,Clothing
2024-11-29,Gift Box,106,Friday,North,Gifting
2024-11-29,Umbrella,132,Friday,East,Rain Gear
2024-11-29,Onam Sadya Kit,161,Friday,North,Food Combo
2024-11-30,Hot Water Bag,109,Saturday,West,Healthcare
2024-11-30,Lip Balm,39,Saturday,West,Personal Care
2024-11-30,Water Gun (Pichkari),116,Saturday,Central,Toys/Festival
2024-12-01,Gift Boxes,123,Sunday,South,Gifting
2024-12-01,Gift Boxes,139,Sunday,South,Gifting
2024-12-01,Thermals,118,Sunday,Central,Clothing
2024-12-01,Agarbatti (Incense),117,Sunday,Central,Spiritual Item
2024-12-01,Pongal Sweet Pack,67,Sunday,Central,Sweets
2024-12-02,Ganesh Idol,58,Monday,North,Festival Utility
2024-12-02,Raincoat,85,Monday,South,Rain Gear
2024-12-02,Deodorant (Dio),64,Monday,North,Personal Care
2024-12-03,Chocolate Box,87,Tuesday,Central,Gifting/Sweets
2024-12-03,Brass Pot,117,Tuesday,Central,Festival Utility
2024-12-04,Thermals,51,Wednesday,South,Clothing
2024-12-04,Decorative Wreath,131,Wednesday,North,Home Decor
2024-12-04,Gift Wrapping Paper,49,Wednesday,West,Festival Utility
2024-12-05,Fan,89,Thursday,West,Home Appliance
2024-12-05,Onam Sadya Kit,56,Thursday,West,Food Combo
2024-12-06,Chocolate Gift Boxes,109,Friday,Central,Gifting
2024-12-06,White Clothing,119,Friday,South,Clothing
2024-12-06,Santa Hat,104,Friday,Central,Apparel
2024-12-07,Cold Drink,69,Saturday,North,Beverage
2024-12-07,Personal Care Kit,107,Saturday,North,Gifting
2024-12-07,Gift Box,170,Saturday,North,Gifting
2024-12-07,Water Bottle,64,Saturday,South,Kitchen Utility
2024-12-07,Blanket,65,Saturday,South,Home Utility
2024-12-07,Cold Drink,73,Saturday,West,Beverage
2024-12-08,Holi Colors,86,Sunday,West,Festival Utility
2024-12-08,White Kurtas,72,Sunday,South,Clothing
2024-12-08,Umbrella,72,Sunday,North,Rain Gear
2024-12-08,Dry Fruits Box,92,Sunday,North,Gifting
2024-12-08,Santa Hat,74,Sunday,South,Apparel
2024-12-09,Water Bottle,124,Monday,South,Kitchen Utility
2024-12-09,Sweater,120,Monday,South,Clothing
2024-12-09,Fruit Cake,92,Monday,Central,Food
2024-12-09,Gift Wrapping Paper,149,Monday,West,Festival Utility
2024-12-10,Scarf,125,Tuesday,Central,Clothing
2024-12-10,Dry Fruits,107,Tuesday,Central,Gifting
2024-12-11,Deodorant (Dio),44,Wednesday,South,Personal Care
2024-12-11,Mosquito Net,111,Wednesday,East,Home Utility
2024-12-11,Gift Boxes,113,Wednesday,East,Gifting
2024-12-11,Santa Hat,102,Wednesday,South,Apparel
2024-12-11,Gift Box,68,Wednesday,West,Gifting
2024-12-12,Modak Box,91,Thursday,East,Sweets
2024-12-12,Cold Drink,145,Thursday,West,Beverage
2024-12-12,Brass Pot,172,Thursday,West,Festival Utility
2024-12-13,Ganesh Idol,93,Friday,South,Festival Utility
2024-12-13,Mithai Box,79,Friday,North,Sweets
2024-12-14,Rakhi Thread,134,Saturday,South,Festival Utility
2024-12-15,Personal Care Kit,116,Sunday,North,Gifting
2024-12-16,Gift Boxes,74,Monday,East,Gifting
2024-12-16,Traditional Dhoti,107,Monday,North,Clothing
2024-12-17,Banana Chips Pack,96,Tuesday,East,Snack
2024-12-17,Cold Drink,76,Tuesday,North,Beverage
2024-12-18,LED String Lights,101,Wednesday,South,Home Decor
2024-12-18,Hot Water Bag,76,Wednesday,South,Healthcare
2024-12-18,Mosquito Net,125,Wednesday,Central,Home Utility
2024-12-19,Mosquito Net,128,Thursday,Central,Home Utility
2024-12-19,Sweet Box,90,Thursday,Central,Sweets
2024-12-19,Gift Wrapping Paper,63,Thursday,West,Festival Utility
2024-12-19,Air Conditioner (AC),153,Thursday,East,Home Appliance
2024-12-20,Gift Wrapping Paper,94,Friday,Central,Festival Utility
2024-12-21,Holi Colors,63,Saturday,Central,Festival Utility
2024-12-21,Ice Cream,111,Saturday,Central,Dessert
2024-12-21,Santa Hat,82,Saturday,West,Apparel
2024-12-22,Lip Balm,108,Sunday,West,Personal Care
2024-12-23,Chocolate Gift Boxes,69,Monday,South,Gifting
2024-12-23,Odomos (mosquito repellent),142,Monday,West,Personal Care
2024-12-23,Electric Lights,86,Monday,South,Home Decor
2024-12-23,Scarf,114,Monday,East,Clothing
2024-12-23,Mosquito Net,89,Monday,South,Home Utility
2024-12-24,Cold Drink,84,Tuesday,East,Beverage
2024-12-25,Dry Fruits,143,Wednesday,South,Gifting
2024-12-26,Gift Wrapping Paper,69,Thursday,West,Festival Utility
2024-12-26,LED String Lights,98,Thursday,Central,Home Decor
2024-12-27,Onam Sadya Kit,95,Friday,West,Food Combo
2024-12-27,Decorative Wreath,89,Friday,North,Home Decor
2024-12-28,Lip Balm,62,Saturday,Central,Personal Care
2024-12-28,Rakhi Thread,71,Saturday,West,Festival Utility
2024-12-28,Waterproof Boots,162,Saturday,South,Footwear
2024-12-30,Modak Box,84,Monday,East,Sweets
2024-12-30,Body Oil,132,Monday,South,Personal Care
2024-12-30,Gift Box,50,Monday,South,Gifting
2024-12-31,Dry Fruits Box,116,Tuesday,West,Gifting
2024-12-31,Body Oil,121,Tuesday,West,Personal Care
2024-12-31,Banana Chips Pack,116,Tuesday,East,Snack
2024-12-31,Sunscreen,58,Tuesday,South,Personal Care
2024-12-31,Banana Chips Pack,50,Tuesday,North,Snack
2024-12-31,Rangoli Colors,64,Tuesday,West,Festival Utility
2024-12-31,Diyas (Clay Lamps),79,Tuesday,North,Home Decor
2025-01-01,Pongal Sweet Pack,91,Wednesday,North,Sweets
2025-01-02,Holi Colors,28,Thursday,South,Festival Utility
2025-01-02,Sunscreen,108,Thursday,North,Personal Care
2025-01-02,White Kurtas,73,Thursday,East,Clothing
2025-01-02,Rakhi Thread,126,Thursday,North,Festival Utility
2025-01-03,Thermals,46,Friday,South,Clothing
2025-01-03,Lip Balm,67,Friday,South,Personal Care
2025-01-04,Gift Box,148,Saturday,West,Gifting
2025-01-05,Brass Pot,105,Sunday,West,Festival Utility
2025-01-05,LED String Lights,120,Sunday,West,Home Decor
2025-01-05,Perfume Bottles,91,Sunday,North,Gifting
2025-01-05,Sweet Box,102,Sunday,Central,Sweets
2025-01-06,Traditional Dhoti,57,Monday,North,Clothing
2025-01-07,Sugarcane Stick,70,Tuesday,East,Food/Festival
2025-01-07,Diyas (Clay Lamps),67,Tuesday,West,Home Decor
2025-01-07,Personal Care Kit,93,Tuesday,North,Gifting
2025-01-07,Thermals,135,Tuesday,West,Clothing
2025-01-08,Sunscreen,116,Wednesday,North,Personal Care
2025-01-08,Water Gun (Pichkari),125,Wednesday,Central,Toys/Festival
2025-01-08,Sugarcane Stick,89,Wednesday,South,Food/Festival
2025-01-09,Deodorant (Dio),91,Thursday,North,Personal Care
2025-01-09,Banana Chips Pack,153,Thursday,West,Snack
2025-01-09,Onam Sadya Kit,15,Thursday,South,Food Combo
2025-01-09,LED String Lights,124,Thursday,East,Home Decor
2025-01-10,Umbrella,164,Friday,Central,Rain Gear
2025-01-10,LED String Lights,144,Friday,East,Home Decor
2025-01-10,Raincoat,101,Friday,East,Rain Gear
2025-01-11,Sweet Box,167,Saturday,West,Sweets
2025-01-11,Fan,69,Saturday,West,Home Appliance
2025-01-11,Dry Fruits,98,Saturday,East,Gifting
2025-01-12,Air Conditioner (AC),52,Sunday,East,Home Appliance
2025-01-12,Ganesh Idol,99,Sunday,Central,Festival Utility
2025-01-12,Ice Cream,123,Sunday,West,Dessert
2025-01-13,Air Conditioner (AC),92,Monday,North,Home Appliance
2025-01-13,Sugarcane Stick,95,Monday,East,Food/Festival
2025-01-13,Water Gun (Pichkari),111,Monday,West,Toys/Festival
2025-01-14,Air Conditioner (AC),130,Tuesday,East,Home Appliance
2025-01-14,White Clothing,49,Tuesday,South,Clothing
2025-01-15,Dry Fruits,81,Wednesday,West,Gifting
2025-01-15,Mithai Box,138,Wednesday,East,Sweets
2025-01-15,Mithai Box,36,Wednesday,West,Sweets
2025-01-16,Mithai Box,77,Thursday,East,Sweets
2025-01-17,LED String Lights,84,Friday,North,Home Decor
2025-01-17,Gift Wrapping Paper,90,Friday,North,Festival Utility
2025-01-18,Fruit Cake,98,Saturday,East,Food
2025-01-18,Air Conditioner (AC),86,Saturday,South,Home Appliance
2025-01-19,Agarbatti (Incense),63,Sunday,East,Spiritual Item
2025-01-19,Sugarcane Stick,84,Sunday,North,Food/Festival
2025-01-19,Banana Chips Pack,88,Sunday,Central,Snack
2025-01-20,Brass Pot,94,Monday,North,Festival Utility
2025-01-20,Water Bottle,78,Monday,West,Kitchen Utility
2025-01-20,Blanket,107,Monday,North,Home Utility
2025-01-20,Sugarcane Stick,111,Monday,East,Food/Festival
2025-01-20,Onam Sadya Kit,109,Monday,East,Food Combo
2025-01-21,Sewaiya Packets,166,Tuesday,East,Sweets
2025-01-21,Umbrella,72,Tuesday,West,Rain Gear
2025-01-21,Flower Garland,164,Tuesday,West,Festival Utility
2025-01-21,Gift Wrapping Paper,122,Tuesday,West,Festival Utility
2025-01-21,Fan,140,Tuesday,West,Home Appliance
2025-01-21,Ganesh Idol,91,Tuesday,West,Festival Utility
2025-01-22,Onam Sadya Kit,138,Wednesday,Central,Food Combo
2025-01-22,Cold Drink,108,Wednesday,Central,Beverage
2025-01-22,Sugarcane Stick,141,Wednesday,North,Food/Festival
2025-01-23,Lip Balm,93,Thursday,North,Personal Care
2025-01-23,Scarf,78,Thursday,West,Clothing
2025-01-24,Lip Balm,95,Friday,North,Personal Care
2025-01-24,Ice Cream,127,Friday,East,Dessert
2025-01-24,White Clothing,102,Friday,South,Clothing
2025-01-25,Blanket,1,Saturday,North,Home Utility
2025-01-25,Scarf,113,Saturday,West,Clothing
2025-01-25,Rangoli Colors,90,Saturday,West,Festival Utility
2025-01-25,Modak Box,93,Saturday,South,Sweets
2025-01-26,Water Gun (Pichkari),95,Sunday,North,Toys/Festival
2025-01-27,Lip Balm,108,Monday,East,Personal Care
2025-01-28,Blanket,72,Tuesday,South,Home Utility
2025-01-28,Flower Garland,131,Tuesday,North,Festival Utility
2025-01-29,Banana Chips Pack,97,Wednesday,West,Snack
2025-01-29,Modak Box,82,Wednesday,Central,Sweets
2025-01-29,Traditional Dhoti,90,Wednesday,Central,Clothing
2025-01-29,Rakhi Thread,93,Wednesday,East,Festival Utility
2025-01-30,Gift Boxes,88,Thursday,North,Gifting
2025-01-30,Banana Chips Pack,110,Thursday,West,Snack
2025-01-30,Thermals,74,Thursday,East,Clothing
2025-01-30,Decorative Wreath,96,Thursday,South,Home Decor
2025-01-30,Agarbatti (Incense),89,Thursday,East,Spiritual Item
2025-01-31,Dry Fruits Box,119,Friday,East,Gifting
2025-01-31,Mosquito Net,99,Friday,East,Home Utility
2025-01-31,Agarbatti (Incense),151,Friday,Central,Spiritual Item
2025-02-01,Sunscreen,138,Saturday,South,Personal Care
2025-02-02,Dry Fruits,117,Sunday,South,Gifting
2025-02-02,Gift Wrapping Paper,119,Sunday,Central,Festival Utility
2025-02-02,Gift Box,94,Sunday,West,Gifting
2025-02-02,Ice Cream,137,Sunday,South,Dessert
2025-02-03,White Kurtas,107,Monday,East,Clothing
2025-02-03,Odomos (mosquito repellent),39,Monday,North,Personal Care
2025-02-04,Dry Fruits,84,Tuesday,South,Gifting
2025-02-04,Fan,86,Tuesday,East,Home Appliance
2025-02-04,Water Gun (Pichkari),84,Tuesday,North,Toys/Festival
2025-02-04,Brass Pot,67,Tuesday,Central,Festival Utility
2025-02-05,Sunscreen,146,Wednesday,North,Personal Care
2025-02-06,Lip Balm,56,Thursday,West,Personal Care
2025-02-06,Chocolate Gift Boxes,94,Thursday,South,Gifting
2025-02-07,Deodorant (Dio),78,Friday,East,Personal Care
2025-02-07,Gift Boxes,123,Friday,Central,Gifting
2025-02-08,LED String Lights,123,Saturday,Central,Home Decor
2025-02-08,Traditional Dhoti,94,Saturday,East,Clothing
2025-02-08,Odomos (mosquito repellent),128,Saturday,West,Personal Care
2025-02-08,Rakhi Thread,112,Saturday,Central,Festival Utility
2025-02-08,Holi Colors,139,Saturday,Central,Festival Utility
2025-02-09,Ice Cream,98,Sunday,West,Dessert
2025-02-09,Brass Pot,107,Sunday,East,Festival Utility
2025-02-10,Dry Fruits Box,114,Monday,Central,Gifting
2025-02-10,Dry Fruits,68,Monday,West,Gifting
2025-02-10,Brass Pot,95,Monday,Central,Festival Utility
2025-02-10,Santa Hat,111,Monday,South,Apparel
2025-02-11,Raincoat,85,Tuesday,South,Rain Gear
2025-02-13,Scarf,86,Thursday,Central,Clothing
2025-02-13,Personal Care Kit,113,Thursday,North,Gifting
2025-02-14,Holi Colors,132,Friday,Central,Festival Utility
2025-02-14,Blanket,99,Friday,Central,Home Utility
2025-02-14,Mosquito Net,86,Friday,Central,Home Utility
2025-02-14,Sweet Box,74,Friday,Central,Sweets
2025-02-15,Modak Box,77,Saturday,Central,Sweets
2025-02-16,Umbrella,99,Sunday,East,Rain Gear
2025-02-16,Sewaiya Packets,97,Sunday,West,Sweets
2025-02-16,Sweet Box,88,Sunday,Central,Sweets
2025-02-17,Sugarcane Stick,85,Monday,West,Food/Festival
2025-02-17,Modak Box,36,Monday,South,Sweets
2025-02-17,Pongal Sweet Pack,113,Monday,North,Sweets
2025-02-18,Kurta Pajama Set,68,Tuesday,East,Clothing
2025-02-20,White Clothing,87,Thursday,West,Clothing
2025-02-20,Blanket,65,Thursday,Central,Home Utility
2025-02-20,Perfume Bottles,97,Thursday,West,Gifting
2025-02-21,Traditional Dhoti,116,Friday,Central,Clothing
2025-02-21,Sugarcane Stick,119,Friday,Central,Food/Festival
2025-02-21,Sewaiya Packets,96,Friday,West,Sweets
2025-02-23,Ice Cream,92,Sunday,Central,Dessert
2025-02-23,Hot Water Bag,73,Sunday,East,Healthcare
2025-02-23,Raincoat,129,Sunday,South,Rain Gear
2025-02-24,Rakhi Thread,86,Monday,West,Festival Utility
2025-02-24,Modak Box,80,Monday,East,Sweets
2025-02-24,Ice Cream,89,Monday,East,Dessert
2025-02-25,Pongal Sweet Pack,98,Tuesday,East,Sweets
2025-02-26,Dry Fruits,106,Wednesday,Central,Gifting
2025-02-26,Personal Care Kit,147,Wednesday,East,Gifting
2025-02-26,Gift Box,84,Wednesday,North,Gifting
2025-02-26,Mithai Box,85,Wednesday,East,Sweets
2025-02-26,Decorative Wreath,100,Wednesday,North,Home Decor
2025-02-27,Air Conditioner (AC),119,Thursday,Central,Home Appliance
2025-02-27,Sewaiya Packets,138,Thursday,South,Sweets
2025-02-27,Dry Fruits Box,109,Thursday,Central,Gifting
2025-02-27,Mithai Box,30,Thursday,West,Sweets
2025-02-27,Rangoli Colors,107,Thursday,Central,Festival Utility
2025-02-27,Raincoat,175,Thursday,East,Rain Gear
2025-02-28,Sweater,113,Friday,North,Clothing
2025-02-28,Waterproof Boots,93,Friday,East,Footwear
2025-02-28,Banana Chips Pack,138,Friday,North,Snack
2025-02-28,Body Oil,117,Friday,West,Personal Care
2025-02-28,Electric Lights,149,Friday,Central,Home Decor
2025-03-01,Mithai Box,94,Saturday,North,Sweets
2025-03-01,Chocolate Box,106,Saturday,West,Gifting/Sweets
2025-03-01,Ganesh Idol,104,Saturday,East,Festival Utility
2025-03-01,Rakhi Thread,117,Saturday,West,Festival Utility
2025-03-02,Sweet Box,126,Sunday,West,Sweets
2025-03-03,Holi Colors,112,Monday,North,Festival Utility
2025-03-03,Odomos (mosquito repellent),116,Monday,Central,Personal Care
2025-03-03,Rakhi Thread,104,Monday,North,Festival Utility
2025-03-04,Sewaiya Packets,62,Tuesday,East,Sweets
2025-03-04,Pongal Sweet Pack,145,Tuesday,North,Sweets
2025-03-04,Gift Boxes,126,Tuesday,East,Gifting
2025-03-05,Body Oil,100,Wednesday,East,Personal Care
2025-03-05,Water Bottle,89,Wednesday,South,Kitchen Utility
2025-03-07,Chocolate Gift Boxes,118,Friday,West,Gifting
2025-03-07,Gift Box,123,Friday,East,Gifting
2025-03-08,Waterproof Boots,110,Saturday,North,Footwear
2025-03-08,Flower Garland,93,Saturday,North,Festival Utility
2025-03-08,Hot Water Bag,106,Saturday,North,Healthcare
2025-03-09,Scarf,82,Sunday,North,Clothing
2025-03-09,Onam Sadya Kit,79,Sunday,West,Food Combo
2025-03-09,Blanket,86,Sunday,North,Home Utility
2025-03-10,Gift Boxes,101,Monday,North,Gifting
2025-03-10,Perfume Bottles,74,Monday,Central,Gifting
2025-03-10,Rakhi Thread,117,Monday,North,Festival Utility
2025-03-11,Onam Sadya Kit,108,Tuesday,West,Food Combo
2025-03-11,Pongal Sweet Pack,177,Tuesday,South,Sweets
2025-03-11,Air Conditioner (AC),106,Tuesday,Central,Home Appliance
2025-03-11,Modak Box,66,Tuesday,Central,Sweets
2025-03-11,Holi Colors,116,Tuesday,South,Festival Utility
2025-03-12,Deodorant (Dio),132,Wednesday,South,Personal Care
2025-03-12,Sweater,101,Wednesday,East,Clothing
2025-03-12,Diyas (Clay Lamps),97,Wednesday,South,Home Decor
2025-03-13,Gift Boxes,127,Thursday,South,Gifting
2025-03-13,Dry Fruits,130,Thursday,Central,Gifting
2025-03-13,Chocolate Gift Boxes,50,Thursday,North,Gifting
2025-03-14,Ganesh Idol,101,Friday,Central,Festival Utility
2025-03-14,Air Conditioner (AC),67,Friday,East,Home Appliance
2025-03-14,Cold Drink,71,Friday,North,Beverage
2025-03-14,Traditional Dhoti,123,Friday,North,Clothing
2025-03-15,Sewaiya Packets,29,Saturday,North,Sweets
2025-03-15,Odomos (mosquito repellent),60,Saturday,West,Personal Care
2025-03-16,Odomos (mosquito repellent),60,Sunday,North,Personal Care
2025-03-16,Chocolate Box,84,Sunday,East,Gifting/Sweets
2025-03-16,Gift Box,62,Sunday,East,Gifting
2025-03-17,LED String Lights,84,Monday,North,Home Decor
2025-03-17,Personal Care Kit,137,Monday,Central,Gifting
2025-03-17,Diyas (Clay Lamps),122,Monday,North,Home Decor
2025-03-18,Diyas (Clay Lamps),21,Tuesday,South,Home Decor
2025-03-19,Diyas (Clay Lamps),96,Wednesday,South,Home Decor
2025-03-19,Kurta Pajama Set,84,Wednesday,South,Clothing
2025-03-19,Banana Chips Pack,60,Wednesday,North,Snack
2025-03-20,Thermals,49,Thursday,West,Clothing
2025-03-20,Banana Chips Pack,121,Thursday,Central,Snack
2025-03-20,LED String Lights,120,Thursday,North,Home Decor
2025-03-21,Sugarcane Stick,135,Friday,South,Food/Festival
2025-03-22,Hot Water Bag,124,Saturday,East,Healthcare
2025-03-22,Sunscreen,101,Saturday,North,Personal Care
2025-03-22,Sugarcane Stick,144,Saturday,East,Food/Festival
2025-03-22,Decorative Wreath,97,Saturday,Central,Home Decor
2025-03-23,Dry Fruits,76,Sunday,East,Gifting
2025-03-23,Rakhi Thread,69,Sunday,Central,Festival Utility
2025-03-23,Gift Wrapping Paper,67,Sunday,South,Festival Utility
2025-03-23,Umbrella,127,Sunday,West,Rain Gear
2025-03-24,Sweater,105,Monday,East,Clothing
2025-03-24,Chocolate Gift Boxes,84,Monday,North,Gifting
2025-03-25,Decorative Wreath,134,Tuesday,North,Home Decor
2025-03-26,Traditional Dhoti,101,Wednesday,East,Clothing
2025-03-26,Gift Wrapping Paper,91,Wednesday,North,Festival Utility
2025-03-26,Dry Fruits Box,117,Wednesday,South,Gifting
2025-03-26,Ice Cream,129,Wednesday,South,Dessert
2025-03-26,Decorative Wreath,108,Wednesday,North,Home Decor
2025-03-27,Perfume Bottles,100,Thursday,North,Gifting
2025-03-28,Water Bottle,66,Friday,West,Kitchen Utility
2025-03-28,Banana Chips Pack,82,Friday,East,Snack
2025-03-28,Sugarcane Stick,169,Friday,South,Food/Festival
2025-03-29,LED String Lights,155,Saturday,West,Home Decor
2025-03-29,Pongal Sweet Pack,53,Saturday,West,Sweets
2025-03-31,Traditional Dhoti,90,Monday,Central,Clothing
2025-03-31,Rangoli Colors,125,Monday,South,Festival Utility
2025-03-31,Diyas (Clay Lamps),130,Monday,West,Home Decor
2025-04-01,Raincoat,80,Tuesday,South,Rain Gear
2025-04-01,Brass Pot,103,Tuesday,South,Festival Utility
2025-04-02,Chocolate Box,128,Wednesday,South,Gifting/Sweets
2025-04-02,White Clothing,48,Wednesday,South,Clothing
2025-04-02,Flower Garland,135,Wednesday,North,Festival Utility
2025-04-03,Deodorant (Dio),81,Thursday,West,Personal Care
2025-04-04,Chocolate Box,83,Friday,South,Gifting/Sweets
2025-04-04,Body Oil,92,Friday,East,Personal Care
2025-04-04,Ganesh Idol,149,Friday,South,Festival Utility
2025-04-04,Traditional Dhoti,92,Friday,Central,Clothing
2025-04-04,Raincoat,139,Friday,West,Rain Gear
2025-04-05,Gift Box,123,Saturday,North,Gifting
2025-04-05,White Clothing,92,Saturday,South,Clothing
2025-04-05,Diyas (Clay Lamps),118,Saturday,South,Home Decor
2025-04-06,Odomos (mosquito repellent),129,Sunday,South,Personal Care
2025-04-07,White Clothing,112,Monday,West,Clothing
2025-04-07,Scarf,37,Monday,North,Clothing
2025-04-08,Odomos (mosquito repellent),78,Tuesday,West,Personal Care
2025-04-08,Sweater,136,Tuesday,West,Clothing
2025-04-08,Air Conditioner (AC),89,Tuesday,South,Home Appliance
2025-04-08,Chocolate Gift Boxes,136,Tuesday,North,Gifting
2025-04-09,Hot Water Bag,94,Wednesday,Central,Healthcare
2025-04-09,Water Gun (Pichkari),124,Wednesday,Central,Toys/Festival
2025-04-09,Thermals,92,Wednesday,South,Clothing
2025-04-09,Gift Wrapping Paper,80,Wednesday,West,Festival Utility
2025-04-09,Deodorant (Dio),87,Wednesday,South,Personal Care
2025-04-10,Santa Hat,57,Thursday,West,Apparel
2025-04-10,Air Conditioner (AC),156,Thursday,North,Home Appliance
2025-04-10,Lip Balm,121,Thursday,Central,Personal Care
2025-04-10,Hot Water Bag,135,Thursday,Central,Healthcare
2025-04-11,White Clothing,113,Friday,Central,Clothing
2025-04-11,Thermals,87,Friday,North,Clothing
2025-04-11,Sugarcane Stick,109,Friday,South,Food/Festival
2025-04-11,Pongal Sweet Pack,134,Friday,West,Sweets
2025-04-11,Thermals,92,Friday,Central,Clothing
2025-04-11,Onam Sadya Kit,98,Friday,South,Food Combo
2025-04-12,Santa Hat,101,Saturday,West,Apparel
2025-04-12,Agarbatti (Incense),133,Saturday,East,Spiritual Item
2025-04-13,Body Oil,85,Sunday,East,Personal Care
2025-04-13,Odomos (mosquito repellent),148,Sunday,South,Personal Care
2025-04-13,Diyas (Clay Lamps),96,Sunday,South,Home Decor
2025-04-14,Holi Colors,95,Monday,East,Festival Utility
2025-04-14,Diyas (Clay Lamps),109,Monday,West,Home Decor
2025-04-14,White Kurtas,134,Monday,South,Clothing
2025-04-14,Raincoat,102,Monday,South,Rain Gear
2025-04-15,Pongal Sweet Pack,126,Tuesday,East,Sweets
2025-04-16,Fruit Cake,126,Wednesday,East,Food
2025-04-16,Water Gun (Pichkari),76,Wednesday,Central,Toys/Festival
2025-04-16,Sunscreen,69,Wednesday,West,Personal Care
2025-04-16,Thermals,99,Wednesday,South,Clothing
2025-04-16,Ganesh Idol,59,Wednesday,West,Festival Utility
